,listing_id,price,nbhood_full,description,room_type,host_name,last_review,borough
22869,33996948,250,"Manhattan, Chelsea",Lovely Hudson Yards Stonehouse near Penn Station,entire home/apt,Arya,June 06 2019,Manhattan
22870,33997927,65,"Queens, Woodhaven",Private Room in Queens NYC,private room,Miguelina,June 23 2019,Queens
22871,33998142,616,"Manhattan, Financial District",Sonder | Wall Street | Superior 3BR + Rooftop,private room,Sonder (NYC),June 12 2019,Manhattan
22872,33998269,408,"Manhattan, Financial District",Sonder | Stock Exchange | Superior 2BR + Sofa Bed,entire home/apt,Sonder (NYC),June 22 2019,Manhattan
22873,33998274,100,"Manhattan, Chelsea",Affordable Studio Close to All the Action,entire home/apt,Benjamin,July 01 2019,Manhattan
22874,33998291,264,"Manhattan, Financial District",Sonder | Wall Street | Superior 1BR + Rooftop,private room,Sonder (NYC),June 15 2019,Manhattan
22875,33999088,75,"Brooklyn, Gowanus",KingSize Dream Room,private room,Jean Paul,April 21 2019,Brooklyn
22876,33999377,50,"Queens, Astoria",CLEAN & SPACIOUS ROOM  CLOSE TO MANHATTAN,private room,Meela,June 02 2019,Queens
22877,33999874,60,"Queens, Long Island City",BRIGHT ROOM CLOSE TO MIDTOWN MANHATTAN,private room,Meela,May 12 2019,Queens
22878,34000977,80,"Brooklyn, Midwood",Ocean-themed Studio Minutes from the Beach!,entire home/apt,Kristi,May 08 2019,Brooklyn
22879,34002121,49,"Queens, Bayside",Pat's place (shared female only).,private room,Patricia,June 28 2019,Queens
22880,34010131,199,"Queens, Ozone Park",Brand New & Beautiful. 1 min toTrain /15Min to JFK,entire home/apt,Ashley,June 28 2019,Queens
22881,34013027,239,"Manhattan, Chinatown",Lower East/Little Italy 5BR Loft! Prime Downtown!,entire home/apt,Roxanne,June 15 2019,Manhattan
22882,34013205,118,"Brooklyn, Greenpoint",cozy private studio in greenpoint..,entire home/apt,Edyta,May 27 2019,Brooklyn
22883,34013223,90,"Manhattan, Harlem",ARTIST ABODE CLOSE TO APOLLO AND SCHOMBURG CENTRE,private room,Taio,June 03 2019,Manhattan
22884,34013463,91,"Brooklyn, Crown Heights",Beautiful Brooklyn Brownstone,entire home/apt,Lisa,July 06 2019,Brooklyn
22885,34014027,90,"Brooklyn, Williamsburg",Spacious Light-Filled Room in Williamsburg Loft,private room,Dimitri,May 23 2019,Brooklyn
22886,34015258,69,"Brooklyn, Bushwick",E & J private stay.,private room,Jeanette,June 26 2019,Brooklyn
22887,34016163,92,"Bronx, Fordham",PRIVATE HOUSE VERY CLOSE TO SUBWAY LINE,entire home/apt,Mohammad,July 05 2019,Bronx
22888,34016570,59,"Manhattan, Harlem",== TRAVELHOLIC Rooms (Modern Decor / Clean) ==,private room,Michael,May 10 2019,Manhattan
22889,34016888,149,"Manhattan, Hell's Kitchen",3BR Times Square Loft ! Heart of City!,entire home/apt,Sheryl,June 01 2019,Manhattan
22890,34017043,396,"Manhattan, Financial District",Sonder | Stock Exchange | Superior 2BR + Laundry,entire home/apt,Sonder (NYC),June 23 2019,Manhattan
22891,34017119,215,"Manhattan, Financial District",Sonder | Stock Exchange | Dreamy Studio + Kitchen,entire home/apt,Sonder (NYC),June 16 2019,Manhattan
22892,34017965,99,"Brooklyn, Gravesend",BRIGHT SUNNY ONE BEDROOM APT WITH TERRACE,entire home/apt,Nicholas,July 07 2019,Brooklyn
22893,34018291,100,"Brooklyn, Williamsburg",Laid Back Williamsburg Apartment,private room,Amy,June 25 2019,Brooklyn
22894,34019440,180,"Manhattan, Chelsea",Beautiful&Clean 1 KING BDR apt in Chelsea LONGTERM,entire home/apt,Emma,April 28 2019,Manhattan
22895,34019712,68,"Brooklyn, Crown Heights","Homey, Friendly Apt Share Next To Subway",private room,Ollie,June 18 2019,Brooklyn
22896,34019889,169,"Manhattan, East Village","East Village 1BR - Sleek, Modern, Urban Oasis!",entire home/apt,Elise,July 06 2019,Manhattan
22897,34019915,66,"Brooklyn, Crown Heights","Homey, Friendly Apt Share Next to Subway",private room,Ollie,May 25 2019,Brooklyn
22898,34020040,68,"Brooklyn, Crown Heights","Homey, Friendly Apt Share Next To Subway",private room,Ollie,May 21 2019,Brooklyn
22899,34020097,70,"Brooklyn, Crown Heights",Cozy Room in Classic Crown Heights,private room,Vita,June 18 2019,Brooklyn
22900,34020964,40,"Brooklyn, East New York",Newly Renovated Multimedia Studio,entire home/apt,Vernon,May 15 2019,Brooklyn
22901,34021170,90,"Manhattan, Lower East Side",HUGE Room. Lower East Side! Perfect location!,private room,Laura,June 27 2019,Manhattan
22902,34022109,90,"Manhattan, Washington Heights",Modern Studio in Washington Heights!,entire home/apt,Jhunior,June 30 2019,Manhattan
22903,34022186,99,"Manhattan, Lower East Side",Beautiful Room in Chic Area!,private room,Leonard,July 01 2019,Manhattan
22904,34022664,50,"Brooklyn, East Flatbush",Couch surfing at the sanctuary,shared room,Parrish,June 30 2019,Brooklyn
22905,34022740,57,"Brooklyn, Brownsville",Safari in Brooklyn!,private room,Melissa,June 23 2019,Brooklyn
22906,34023411,200,"Brooklyn, Gravesend",2 beautiful bedroom apt .with 2 main subway line,entire home/apt,Ella,April 21 2019,Brooklyn
22907,34023619,130,"Manhattan, Upper East Side",Entire Apartment With Space For Two,entire home/apt,Andrew,June 20 2019,Manhattan
22908,34024785,119,"Manhattan, Lower East Side",Beautiful Bright Private Room!,private room,Leonard,July 05 2019,Manhattan
22909,34029489,500,"Manhattan, Hell's Kitchen",Private Bedroom in Amazing Location! Times Square!,private room,Aleksey,May 10 2019,Manhattan
22910,34029837,500,"Manhattan, Hell's Kitchen",Amazing Times Square Location! Private BR in Loft!,private room,Aleksey,May 11 2019,Manhattan
22911,34032088,125,"Queens, Astoria",Private room- Astoria Modern,private room,Shane,June 30 2019,Queens
22912,34032390,65,"Brooklyn, East New York",Crash pad #2,private room,John,May 18 2019,Brooklyn
22913,34034553,150,"Manhattan, Upper East Side",Beautiful little apartment on the Upper East Side,entire home/apt,Irina,May 06 2019,Manhattan
22914,34035431,60,"Brooklyn, Sheepshead Bay","Private Room by Emmons, beaches. B, Q trains.",private room,Alena,June 23 2019,Brooklyn
22915,34035571,75,"Brooklyn, Williamsburg",Beautiful Place in the Heart of Williamsburg,private room,Florent,June 08 2019,Brooklyn
22916,34036011,130,"Manhattan, East Village",Charming East Village Penthouse Studio Apartment,entire home/apt,Lee,June 14 2019,Manhattan
22917,34036136,100,"Brooklyn, Gowanus",Excellent chill spot in gowanus,private room,Ilona,June 12 2019,Brooklyn
22918,34036333,100,"Brooklyn, Williamsburg",Flamingo Paradiso East,entire home/apt,Gus,July 03 2019,Brooklyn
22919,34037737,200,"Manhattan, Hell's Kitchen",Ash‚Äôs Place in Hell‚Äôs Kitchen,entire home/apt,Ash,May 26 2019,Manhattan
22920,34038559,130,"Manhattan, Upper East Side",Gorgeous Apt on the Upper East Side,private room,Claire,June 30 2019,Manhattan
22921,34039045,95,"Brooklyn, Crown Heights",Modern Brick Exposed Brooklyn Apartment!,entire home/apt,John,June 10 2019,Brooklyn
22922,34039320,111,"Queens, Briarwood",Quiet and clean apartment in nyc,entire home/apt,Soledad,June 30 2019,Queens
22923,34040037,200,"Brooklyn, Bay Ridge","Bay Ridge is rated Convenient, safe neighborhood",entire home/apt,Sophia,June 15 2019,Brooklyn
22924,34040940,149,"Manhattan, Kips Bay","Bright, Light & Airy 1 Bedroom in Kips Bay",entire home/apt,Roger,May 19 2019,Manhattan
22925,34041523,140,"Manhattan, Harlem",Master Room in Harlem Duplex,private room,Hank,June 18 2019,Manhattan
22926,34041587,140,"Manhattan, Harlem",The Power Tower,private room,Hank,July 01 2019,Manhattan
22927,34042173,60,"Queens, Richmond Hill","Peaceful, fully equipped, home away from home!",private room,Leanna,July 01 2019,Queens
22928,34042443,49,"Manhattan, Washington Heights",Cute Private Room in Washington Heights,private room,Evan,May 04 2019,Manhattan
22929,34042658,195,"Manhattan, Chelsea",Luxury Condo Steps Away From Hudson Yards NYC,entire home/apt,Jack,July 01 2019,Manhattan
22930,34042777,78,"Manhattan, Harlem",Comfortable Room in NYC in Harlem area,private room,Waly,May 05 2019,Manhattan
22931,34043476,140,"Brooklyn, Flatbush",Bohemian Artist‚Äôs Studio in Victorian Neighborhood,entire home/apt,Olivia,July 05 2019,Brooklyn
22932,34047149,140,"Brooklyn, Prospect Heights",1 bedroom in North Slope with Queen bed & futon,entire home/apt,Jodi,June 25 2019,Brooklyn
22933,34051551,45,"Queens, Richmond Hill","Èù†ËøëÊú∫Âú∫,‰∫§ÈÄöË¥≠Áâ©‰∏§‰æøÂà©Â§ßÊàøÈó¥#1",private room,Lynn L,June 09 2019,Queens
22934,34054250,70,"Brooklyn, Greenpoint",Clean and spacious room in charming Greenpoint,private room,Jeff,June 25 2019,Brooklyn
22935,34056679,90,"Manhattan, East Harlem",Spanish Harlem magical place. Mezzanine bed,private room,David,June 30 2019,Manhattan
22936,34057129,170,"Brooklyn, Williamsburg",Large one of a kind designer loft in Williamsburg!,entire home/apt,Jarrod,July 01 2019,Brooklyn
22937,34059500,59,"Manhattan, Washington Heights",Big room prime location WaHe uptown manhattan,private room,Majsan,June 11 2019,Manhattan
22938,34060242,365,"Manhattan, Financial District",Luxe Sunny Scandinavian Loft in Downtown NYC,entire home/apt,Marika,June 10 2019,Manhattan
22939,34061088,208,"Manhattan, Financial District","Bright, Spacious Studio near Water in Lux Highrise",entire home/apt,Maya,June 26 2019,Manhattan
22940,34061159,75,"Brooklyn, Brighton Beach",Luxury pad by the beach,private room,Anna,July 05 2019,Brooklyn
22941,34061253,150,"Manhattan, Hell's Kitchen","Better Than A Hotel Room, Times Sq. Hell's Kitchen",entire home/apt,Adolfo,June 23 2019,Manhattan
22942,34061588,135,"Manhattan, Chinatown",Ideal Studio - Top Prime Location,entire home/apt,Ellen,June 24 2019,Manhattan
22943,34062194,210,"Manhattan, East Village",East Village Dream Apartment - Best Rooftop View,entire home/apt,Yoz,May 09 2019,Manhattan
22944,34062487,44,"Queens, Ridgewood",Clean and Quiet room,private room,Sasan,June 29 2019,Queens
22945,34062876,79,"Brooklyn, Williamsburg",Awesome Room in Beautiful Williamsburg Loft,private room,Marta,July 01 2019,Brooklyn
22946,34063075,60,"Manhattan, Washington Heights","Spacious Bedroom in Washington Heights, Manhattan",private room,Clark,June 21 2019,Manhattan
22947,34063202,75,"Brooklyn, Bushwick",Bright & clean space in lively Bushwick!,private room,Denise,June 26 2019,Brooklyn
22948,34063821,75,"Brooklyn, Bedford-Stuyvesant",Bedroom in the Heart of Brooklyn,private room,Johnnie,May 19 2019,Brooklyn
22949,34065052,75,"Queens, Ridgewood",Spacious & Awesome Room in Brooklyn!,private room,Isa & Bruno,July 01 2019,Queens
22950,34065601,75,"Queens, Ridgewood",Spacious & Modern Room in a Prime Location!,private room,Isa & Bruno,June 25 2019,Queens
22951,34065608,75,"Queens, Ridgewood",New Apartment & Newly Furnished in Prime Location!,private room,Isa & Bruno,July 07 2019,Queens
22952,34067204,60,"Brooklyn, Williamsburg",Cosy bedroom in Williamsburg,private room,Alisa,May 24 2019,Brooklyn
22953,34068735,250,"Manhattan, East Village",Perfect 2 Bedroom Apartment in Hot Spot,entire home/apt,Yorick,June 17 2019,Manhattan
22954,34071098,149,"Manhattan, Hell's Kitchen",3BR Times Square! Great Location! W/D!,entire home/apt,Kim,May 23 2019,Manhattan
22955,34079720,130,"Brooklyn, Williamsburg",Rare find!! Stylish duplex top floor all yours!,private room,Tiffany,July 01 2019,Brooklyn
22956,34081178,190,"Manhattan, Hell's Kitchen",Central Park-Time Square-All Major Subways,entire home/apt,Bassema,June 30 2019,Manhattan
22957,34082053,90,"Brooklyn, Prospect-Lefferts Gardens",Large basement-level studio,entire home/apt,Rosa,June 16 2019,Brooklyn
22958,34082442,69,"Queens, Ridgewood",Beautiful Clean & Quiet Room! Rm#3,private room,Christopher,June 24 2019,Queens
22959,34082709,945,"Manhattan, Hell's Kitchen",Extra Luxury Loft with private elevator & terrace,entire home/apt,Oleg,May 09 2019,Manhattan
22960,34083914,155,"Manhattan, Chinatown","PERFECT LOCATION, LUSH AND CHIC DOWNTOWN ROOM",private room,Matt,June 12 2019,Manhattan
22961,34084341,450,"Manhattan, Upper West Side",Boutique 4 Bedroom/2 Bath Home by Central Park,entire home/apt,Mike,June 28 2019,Manhattan
22962,34084476,178,"Manhattan, Kips Bay",Cozy Studio in Gramercy with Private Backyard,entire home/apt,Jamie,June 06 2019,Manhattan
22963,34085029,40,"Brooklyn, East Flatbush",211 east34 st  Room 6,private room,Mohammed,May 19 2019,Brooklyn
22964,34085087,690,"Manhattan, Kips Bay",Huge Townhouse in New York City,entire home/apt,David,June 14 2019,Manhattan
22965,34085654,250,"Brooklyn, Park Slope",The Library,entire home/apt,Gretchen,June 23 2019,Brooklyn
22966,34085766,35,"Brooklyn, East Flatbush",211 east 34 Room 7,private room,Mohammed,May 18 2019,Brooklyn
22967,34085929,35,"Brooklyn, East Flatbush",211 East 34 St Room 8 (10 by 12),private room,Mohammed,June 28 2019,Brooklyn
22968,34086188,45,"Manhattan, Harlem",Cozy room in Harlem next to 2/3 train,private room,Forest,June 06 2019,Manhattan
22969,34086213,295,"Brooklyn, Williamsburg","Spacious, Bright BK Two-Bed with Vintage Flare",entire home/apt,Matt,June 02 2019,Brooklyn
22970,34086656,244,"Manhattan, Financial District",Sonder | Stock Exchange | Gorgeous 1BR + Sofa Bed,entire home/apt,Sonder (NYC),June 17 2019,Manhattan
22971,34086800,409,"Manhattan, Financial District",Sonder | Stock Exchange | Divine 2BR + Kitchen,entire home/apt,Sonder (NYC),June 19 2019,Manhattan
22972,34086944,185,"Manhattan, Financial District",Sonder | Stock Exchange | Original 1BR + Laundry,entire home/apt,Sonder (NYC),June 07 2019,Manhattan
22973,34087090,230,"Manhattan, Financial District",Sonder | Stock Exchange | Gorgeous 1BR + Kitchen,entire home/apt,Sonder (NYC),June 18 2019,Manhattan
22974,34088667,78,"Queens, Richmond Hill","One master bedroom near Q10,Q24 BUS STOP, A train",private room,Balwinder,July 05 2019,Queens
22975,34088861,105,"Brooklyn, Flatbush",Quiet Studio Apartment Near Prospect Park + Subway,entire home/apt,Theo,July 05 2019,Brooklyn
22976,34088961,165,"Manhattan, Stuyvesant Town",14th Street Oasis,private room,Amber,June 05 2019,Manhattan
22977,34089853,28,"Brooklyn, East Flatbush",Quaint And Cozy Stop Over,private room,Angela,July 07 2019,Brooklyn
22978,34090389,225,"Manhattan, Midtown",Iconic New York penthouse with wraparound terrace,entire home/apt,Michael,June 11 2019,Manhattan
22979,34090662,54,"Brooklyn, Bedford-Stuyvesant",BedStuy Private Room (M1),private room,Linda,July 02 2019,Brooklyn
22980,34092210,275,"Brooklyn, Brighton Beach","BEACH 2 BDR, 2 BTH NEW YORK, BRIGHTON BEACH",entire home/apt,Kseniya,June 30 2019,Brooklyn
22981,34093093,55,"Queens, Astoria",Private entrance with views. 25 mins to Manhattan,private room,Mike,June 29 2019,Queens
22982,34093881,250,"Manhattan, Hell's Kitchen",A Cute and cozy two bedrooms apartment.,entire home/apt,Ramon,July 01 2019,Manhattan
22983,34096002,135,"Queens, Long Island City",LIC luxury building with indoor pool and lounge,private room,Tracy,May 22 2019,Queens
22984,34096795,370,"Manhattan, Hell's Kitchen",Boutique room for families w/ rooftop & breakfast,private room,Cassa Times Square Hotel,June 21 2019,Manhattan
22985,34096836,430,"Manhattan, Hell's Kitchen",An urban retreat from the city‚Äôs hustle and bustle,private room,Cassa Times Square Hotel,May 20 2019,Manhattan
22986,34096837,159,"Manhattan, Hell's Kitchen",Refined luxury suite with relaxed residential vibe,private room,Cassa Times Square Hotel,June 21 2019,Manhattan
22987,34096839,390,"Manhattan, Hell's Kitchen",Near Hudson Yards & Times Square w/ breakfast,private room,Cassa Times Square Hotel,June 22 2019,Manhattan
22988,34096841,410,"Manhattan, Hell's Kitchen",Sleek Times Square suite with rooftop & breakfast,private room,Cassa Times Square Hotel,May 10 2019,Manhattan
22989,34099071,265,"Manhattan, Chelsea",Entire 3 Bedroom in Central Chelsea Location,entire home/apt,Patrick,June 16 2019,Manhattan
22990,34101162,150,"Brooklyn, Clinton Hill",Spacious with amazing views 1 bedroom apartment,entire home/apt,Christos,June 14 2019,Brooklyn
22991,34107684,101,"Brooklyn, Bedford-Stuyvesant",Cozy Bed-Stuy 1BR- easy access to Manhattan,entire home/apt,Corey,May 17 2019,Brooklyn
22992,34109471,150,"Brooklyn, Prospect-Lefferts Gardens",New HUGE gorgeous 1 BR next to Prospect Park!,entire home/apt,Sidrah,June 16 2019,Brooklyn
22993,34109512,225,"Manhattan, Hell's Kitchen",Beautiful Apartment in Luxury building,entire home/apt,Helen!,June 14 2019,Manhattan
22994,34110599,199,"Queens, Long Island City",The Green Place I,entire home/apt,Zabi,June 22 2019,Queens
22995,34111158,200,"Manhattan, Chinatown",Delightful Lower East Side Two Bedroom Apartment,entire home/apt,Janelle,July 01 2019,Manhattan
22996,34111540,59,"Manhattan, Upper West Side",Big Bedroom near Columbia University and 1 line,private room,Haylee,June 09 2019,Manhattan
22997,34111820,75,"Manhattan, Washington Heights",Quiet Uptown Stay in Historic Building,private room,Giovanny,June 04 2019,Manhattan
22998,34112635,28,"Queens, Jackson Heights",CRASH PAD near LGA JFK,shared room,Jose,June 08 2019,Queens
22999,34115136,210,"Manhattan, Financial District",Sonder | Stock Exchange | Gorgeous 1BR + Laundry,entire home/apt,Sonder (NYC),June 22 2019,Manhattan
23000,34116575,120,"Manhattan, Upper East Side","Sunny, Quiet, Green Studio near Central Park & MET",entire home/apt,Jessie,June 15 2019,Manhattan
23001,34117228,78,"Brooklyn, Williamsburg",Whimsical music room in an Artsy W‚Äôburg 3br,private room,Wendy,July 03 2019,Brooklyn
23002,34118020,38,"Manhattan, East Harlem",Amazing Area - Quick walk to Metro - Spacious!,private room,Ashley At Bedly,May 31 2019,Manhattan
23003,34118644,256,"Manhattan, Financial District",Sonder | Stock Exchange | Sleek 1BR + Kitchen,entire home/apt,Sonder (NYC),June 14 2019,Manhattan
23004,34118882,229,"Manhattan, Financial District",Sonder | Stock Exchange | Superior 1BR + Kitchen,entire home/apt,Sonder (NYC),June 08 2019,Manhattan
23005,34119451,1000,"Manhattan, Gramercy",Amazing 3BR private triplex in historic townhouse!,entire home/apt,Yuliya,June 10 2019,Manhattan
23006,34119485,89,"Brooklyn, Fort Hamilton",Bright and Spacious Apartment in Bay Ridge,entire home/apt,Ruby,June 23 2019,Brooklyn
23007,34120117,150,"Brooklyn, Crown Heights",The Grand Blue Hideaway Near The Park,entire home/apt,Karen,July 01 2019,Brooklyn
23008,34120534,500,"Manhattan, West Village","Sunlit Apartment in the ""Friends Building""",entire home/apt,Vaughn,June 14 2019,Manhattan
23009,34120696,74,"Queens, Ridgewood",Fully renovated 1 bedroom apartment,entire home/apt,Eddy,June 30 2019,Queens
23010,34120717,217,"Manhattan, Financial District",Sonder | Stock Exchange | Divine 1BR + Lounge,entire home/apt,Sonder (NYC),June 21 2019,Manhattan
23011,34120798,203,"Manhattan, Financial District",Sonder | Stock Exchange | Divine Studio + Laundry,entire home/apt,Sonder (NYC),June 21 2019,Manhattan
23012,34120977,305,"Brooklyn, Williamsburg","Chic, Spacious, Bright BK 2-Bedroom w/ Backyard",entire home/apt,Russell,June 30 2019,Brooklyn
23013,34121613,65,"Brooklyn, Bushwick","Private room in spacious, cozy Brooklyn home.",private room,Beverly,July 01 2019,Brooklyn
23014,34121885,127,"Manhattan, Upper East Side",NYC Summer Housing,entire home/apt,Xinting,June 29 2019,Manhattan
23015,34121944,99,"Brooklyn, Crown Heights","Spacious, studio w/ great lighting in heart of BK",entire home/apt,Shauna,May 17 2019,Brooklyn
23016,34122318,37,"Manhattan, Upper East Side","Amazing Area - Free Laundry, Cleaning & WiFi!",private room,Ashley At Bedly,July 01 2019,Manhattan
23017,34122992,50,"Queens, Springfield Gardens",Cozy big room Perfect for 2 adults and an infant,private room,Kisha,June 01 2019,Queens
23018,34123251,195,"Brooklyn, Gowanus",Charming Park Slope 2BR (15 Minutes to Manhattan!),entire home/apt,William,July 04 2019,Brooklyn
23019,34124049,120,"Manhattan, Chinatown",Private bedroom located in Downtown Manhattan,private room,Sandra And Katharina,July 01 2019,Manhattan
23020,34124075,120,"Manhattan, Upper East Side",Stay with a native New Yorker!,private room,Lynne,June 30 2019,Manhattan
23021,34124100,499,"Manhattan, Hell's Kitchen",2 Bedroom/2 Bath Hell‚Äôs Kitchen Gem with views.,entire home/apt,Stephen,June 23 2019,Manhattan
23022,34124248,35,"Manhattan, East Harlem",Emergency sleeping for backpacking or Couchsurfer,shared room,Florentino,June 25 2019,Manhattan
23023,34124328,67,"Queens, Woodside","Lovely stay near LGA. Lux condo RM, private bath!",private room,Kazuya,May 17 2019,Queens
23024,34124720,75,"Manhattan, Hell's Kitchen","Private Bedroom, LGBTQ Friendly",private room,Jeremy,July 03 2019,Manhattan
23025,34124949,63,"Manhattan, East Village","Apartment for rent in EV, ten min from WSP",private room,Noah,May 15 2019,Manhattan
23026,34125094,189,"Manhattan, Midtown",‚òÖINCREDIBLE LOCATION‚òÖHELLO TIMES SQ & CENTRAL PARK,entire home/apt,Kledi,June 30 2019,Manhattan
23027,34126611,65,"Brooklyn, Williamsburg","amazing, homey, plant-filled and spacious retreat",private room,Jenny,April 24 2019,Brooklyn
23028,34126627,59,"Queens, Woodside",Woodside condo room close to Midtown / LGA.,private room,Kazuya,June 15 2019,Queens
23029,34126672,50,"Manhattan, Upper West Side",ZEN LIVING RM CLOSE 2 COLUMBIA UNI & CENTRAL PRK!,shared room,Carol,May 08 2019,Manhattan
23030,34126874,55,"Queens, Flushing",suit No.1,private room,H Ai,June 29 2019,Queens
23031,34139763,63,"Brooklyn, Bushwick",Quiet & Modern Serene Bedroom near J subway train,private room,Timothy,May 17 2019,Brooklyn
23032,34142194,95,"Manhattan, Midtown",QUIET SPACIOUS BEDROOM IN THE HEART OF MANHATTAN,private room,Alex,June 23 2019,Manhattan
23033,34142214,45,"Bronx, Concourse","Cozy home, away from home. 15 mins from downtown.",private room,Damien,June 01 2019,Bronx
23034,34143280,50,"Manhattan, Washington Heights",Clean & Cozy Guestroom in Harlem-Heights,private room,Shara,June 21 2019,Manhattan
23035,34145824,63,"Brooklyn, Bushwick",Peaceful and Cozy Room in Bushwick,private room,Vanessa,June 30 2019,Brooklyn
23036,34146260,27,"Queens, Jackson Heights",Crash Pad in Jackson Heights,shared room,Nancy,June 10 2019,Queens
23037,34146835,125,"Brooklyn, Brooklyn Heights",Massive Private Bedroom in Brooklyn Heights,private room,Ori,July 05 2019,Brooklyn
23038,34147375,470,"Manhattan, Financial District",Sonder | Stock Exchange | Sunny 3BR + Sofa Bed,entire home/apt,Sonder (NYC),June 23 2019,Manhattan
23039,34147709,229,"Manhattan, Financial District",Sonder | Stock Exchange | Brilliant 1BR + Laundry,entire home/apt,Sonder (NYC),June 23 2019,Manhattan
23040,34147733,470,"Manhattan, Financial District",Sonder | Stock Exchange | Stunning 3BR + Laundry,entire home/apt,Sonder (NYC),June 14 2019,Manhattan
23041,34147828,228,"Manhattan, Financial District",Sonder | Stock Exchange | Brilliant 1BR + Sofa Bed,entire home/apt,Sonder (NYC),May 05 2019,Manhattan
23042,34148267,239,"Manhattan, Midtown","Stunning Private Apt, Perfect Location Premium Bed",entire home/apt,Leslie,June 28 2019,Manhattan
23043,34150118,150,"Manhattan, East Harlem",Cool newly renovated 1BR Apt overlooking Park,entire home/apt,Scott,May 27 2019,Manhattan
23044,34150120,99,"Brooklyn, Bushwick",2 bed.Full apartment. L Train.15 min away from NYC,entire home/apt,Stephanie,July 05 2019,Brooklyn
23045,34150501,380,"Manhattan, Chelsea",Amazing 3BR Apartment - Incredible Location,entire home/apt,Plamen,May 28 2019,Manhattan
23046,34150840,50,"Brooklyn, Bedford-Stuyvesant",Brooklyn Sunny Apartment,private room,Mono,July 02 2019,Brooklyn
23047,34150989,300,"Manhattan, Washington Heights",CHARMING APT. IN MANHATTAN! 2 FULL BATH & 7 BEDS,entire home/apt,Dave,June 16 2019,Manhattan
23048,34151215,100,"Brooklyn, Bedford-Stuyvesant",Bright and Artsy 2 Bedroom Apartment,entire home/apt,Leslie,July 08 2019,Brooklyn
23049,34151410,200,"Brooklyn, Greenpoint",Cozy apartment in a safe neighborhood,entire home/apt,Jalal,June 10 2019,Brooklyn
23050,34152348,320,"Manhattan, Chelsea",Awesome 3 bedroom apartment in best location,entire home/apt,Katrin,May 16 2019,Manhattan
23051,34152598,52,"Brooklyn, Bushwick",Hip budget friendly room 20 min from Manhattan!,private room,Annabella,July 01 2019,Brooklyn
23052,34152864,304,"Manhattan, Kips Bay",Luxury 2 Bedrooms 2 bathrooms High-rise,entire home/apt,Anna,June 22 2019,Manhattan
23053,34153345,239,"Manhattan, Hell's Kitchen",‚òÖ Discounted!!‚òÖ NEAR TIMES SQUARE,entire home/apt,Pinki,June 16 2019,Manhattan
23054,34153647,65,"Brooklyn, Bushwick","Beautiful private Master Bedroom in
Bushwick!",private room,Ben,May 25 2019,Brooklyn
23055,34153683,300,"Manhattan, East Village",Sun Filled Studio In the Heart of the East Village,entire home/apt,Brian,May 19 2019,Manhattan
23056,34153891,60,"Manhattan, Harlem",Private Room in a Brand New Apt / Quiet Building,private room,Carlos,June 24 2019,Manhattan
23057,34154797,50,"Staten Island, South Beach",Private Room Near Staten Island Ferry,private room,Maria,June 21 2019,Staten
23058,34156010,539,"Manhattan, Kips Bay",Amazing Luxury Apt in the middle of Manhattan,entire home/apt,Elsen,July 06 2019,Manhattan
23059,34156161,249,"Manhattan, Chelsea",Chelsea Luxury & Cozy 2 Bedroom Apartment,entire home/apt,Evelyn,June 22 2019,Manhattan
23060,34156292,250,"Manhattan, Upper East Side",Charming and Elegant Apartment by Central Park,entire home/apt,Francesco,July 01 2019,Manhattan
23061,34156436,249,"Manhattan, Upper West Side",Stunning 2 Bedrooms Apt Central Park West,entire home/apt,Paola,July 04 2019,Manhattan
23062,34156769,49,"Queens, East Elmhurst",LOW PRICE! up to 4+ people-Near LGA / JFK AIRPORT,private room,Noel,June 14 2019,Queens
23063,34157056,499,"Manhattan, Murray Hill",Top Of New York City Luxury 2Bedroom -with Terrace,entire home/apt,Dani,June 08 2019,Manhattan
23064,34157717,87,"Bronx, Williamsbridge",Private Apt w/2 Queen beds close to NY Attractions,entire home/apt,Manny,June 30 2019,Bronx
23065,34160208,250,"Manhattan, Chinatown",The Perfect 2 Bedroom Designer Flat in L.E.S.,entire home/apt,B.,June 20 2019,Manhattan
23066,34160917,250,"Manhattan, Lower East Side",The Perfect Chic 2BR/1BA Designer Flat in L.E.S.,entire home/apt,B.,July 01 2019,Manhattan
23067,34167620,50,"Queens, Woodside","comfortable room, 25min from manhattan",private room,Bruno,June 27 2019,Queens
23068,34168420,350,"Manhattan, Upper East Side",SUMMER DEAL! Duplex: 2 Bedrooms with Private Yard,entire home/apt,Mark & Olivia,June 24 2019,Manhattan
23069,34169778,50,"Queens, Woodside",22min from Manhattan,private room,Bruno,July 02 2019,Queens
23070,34170097,101,"Brooklyn, Williamsburg",Cozy 1 Bedroom Close To Manhattan,entire home/apt,Jordan,June 18 2019,Brooklyn
23071,34172085,60,"Manhattan, Inwood",Spacious private bedroom in Manhattan.,private room,Ronnie,July 07 2019,Manhattan
23072,34172912,250,"Manhattan, Greenwich Village",Beautiful apartment in prime Soho NYC,entire home/apt,Andrea,June 21 2019,Manhattan
23073,34173196,250,"Manhattan, East Village","Private Queen bedroom, wonderful view",private room,Melissa,May 24 2019,Manhattan
23074,34173579,168,"Manhattan, Hell's Kitchen",Quiet and cozy 1 bedroom apartment,entire home/apt,Petr,July 01 2019,Manhattan
